Freq: 0, ambo [06,09], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, ambo [07,30], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, ambo [21,77], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, ambo [30,57], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, ambo [35,40], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, ambo [43,84], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, ambo [53,84], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, ambo [53,87], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, ambo [55,60], data 0000-00-00 Ruota: NAZIONALE
Freq: 0, ambo [66,88], data 0000-00-00 Ruota: NAZIONALE
Freq: 1, ambo [01,50], data 2019-03-02 Ruota: NAZIONALE
Freq: 1, ambo [01,73], data 2007-02-03 Ruota: NAZIONALE
Freq: 1, ambo [02,35], data 2007-10-02 Ruota: NAZIONALE
Freq: 1, ambo [02,77], data 2015-05-02 Ruota: NAZIONALE
Freq: 1, ambo [02,86], data 2009-02-07 Ruota: NAZIONALE
Freq: 1, ambo [03,07], data 2017-01-14 Ruota: NAZIONALE
Freq: 1, ambo [03,32], data 2014-10-14 Ruota: NAZIONALE
Freq: 1, ambo [03,48], data 2007-01-16 Ruota: NAZIONALE
Freq: 1, ambo [03,88], data 2005-12-09 Ruota: NAZIONALE
Freq: 1, ambo [04,14], data 2006-10-17 Ruota: NAZIONALE
Freq: 1, ambo [05,36], data 2011-02-05 Ruota: NAZIONALE
Freq: 1, ambo [06,35], data 2014-06-03 Ruota: NAZIONALE
Freq: 1, ambo [08,35], data 2018-01-20 Ruota: NAZIONALE
Freq: 1, ambo [08,72], data 2008-05-29 Ruota: NAZIONALE
Freq: 1, ambo [11,76], data 2014-03-04 Ruota: NAZIONALE
Freq: 1, ambo [11,83], data 2008-06-21 Ruota: NAZIONALE
Freq: 1, ambo [12,60], data 2007-04-19 Ruota: NAZIONALE
Freq: 1, ambo [14,17], data 2016-10-06 Ruota: NAZIONALE
Freq: 1, ambo [14,62], data 2010-10-26 Ruota: NAZIONALE
Freq: 1, ambo [14,86], data 2015-01-20 Ruota: NAZIONALE
Freq: 1, ambo [15,45], data 2016-09-29 Ruota: NAZIONALE
Freq: 1, ambo [18,45], data 2007-05-31 Ruota: NAZIONALE
Freq: 1, ambo [19,41], data 2009-03-12 Ruota: NAZIONALE
Freq: 1, ambo [20,45], data 2011-08-04 Ruota: NAZIONALE
Freq: 1, ambo [20,85], data 2006-05-16 Ruota: NAZIONALE
Freq: 1, ambo [21,24], data 2010-04-20 Ruota: NAZIONALE
Freq: 1, ambo [21,32], data 2007-04-26 Ruota: NAZIONALE
Freq: 1, ambo [21,40], data 2018-09-01 Ruota: NAZIONALE
Freq: 1, ambo [22,53], data 2013-10-03 Ruota: NAZIONALE
Freq: 1, ambo [24,30], data 2008-09-16 Ruota: NAZIONALE
Freq: 1, ambo [24,43], data 2014-05-17 Ruota: NAZIONALE
Freq: 1, ambo [24,67], data 2014-05-17 Ruota: NAZIONALE
Freq: 1, ambo [26,52], data 2014-04-10 Ruota: NAZIONALE
Freq: 1, ambo [26,60], data 2015-10-13 Ruota: NAZIONALE
Freq: 1, ambo [28,49], data 2017-01-14 Ruota: NAZIONALE
Freq: 1, ambo [28,79], data 2017-12-19 Ruota: NAZIONALE
Freq: 1, ambo [28,88], data 2009-09-08 Ruota: NAZIONALE
Freq: 1, ambo [29,70], data 2006-05-30 Ruota: NAZIONALE
Freq: 1, ambo [32,54], data 2016-01-19 Ruota: NAZIONALE
Freq: 1, ambo [34,44], data 2017-11-04 Ruota: NAZIONALE
Freq: 1, ambo [35,41], data 2019-03-12 Ruota: NAZIONALE
Freq: 1, ambo [35,43], data 2011-08-09 Ruota: NAZIONALE
Freq: 1, ambo [35,46], data 2019-11-26 Ruota: NAZIONALE
Freq: 1, ambo [39,51], data 2017-05-30 Ruota: NAZIONALE
Freq: 1, ambo [40,86], data 2015-01-17 Ruota: NAZIONALE
Freq: 1, ambo [41,51], data 2018-02-27 Ruota: NAZIONALE
Freq: 1, ambo [41,63], data 2007-07-12 Ruota: NAZIONALE
Freq: 1, ambo [41,69], data 2012-11-22 Ruota: NAZIONALE
Freq: 1, ambo [41,85], data 2011-01-04 Ruota: NAZIONALE
