Freq: 0, terno [01,10,26], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [06,42,49], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [02,41,87], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [06,83,85], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [24,42,43], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [36,67,87], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [22,57,69], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [37,43,90], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [24,73,87], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [08,22,64], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [18,48,63], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [42,78,86], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [31,60,75], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [16,34,82], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [40,53,86], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [02,56,59], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [05,08,36], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [03,24,26], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [43,62,83], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [30,36,56], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [04,46,83], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [27,43,53], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [36,38,74], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [28,33,69], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [17,79,81], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [44,65,82], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [03,18,54], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [36,47,81], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [09,37,79], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [23,81,82], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [27,62,73], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [10,44,49], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [41,42,88], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [39,44,53], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [08,23,90], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [25,29,89], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [30,42,71], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [03,06,63], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [03,63,74], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [41,52,63], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [20,30,36], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [16,20,71], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [37,62,81], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [09,30,31], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [11,44,67], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [31,56,71], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [08,68,88], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [47,53,62], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [13,42,87], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [14,28,55], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [26,59,66], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [46,79,84], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [32,52,74], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [15,41,49], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [21,36,47], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [02,18,75], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [40,81,90], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [34,42,62], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [09,12,23], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [35,42,51], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [19,37,55], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [39,58,82], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [17,40,51], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [31,57,82], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [08,69,86], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [28,73,87], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [28,63,84], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [32,33,82], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [21,40,72], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [24,36,40], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [07,81,89], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [37,53,87], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [01,36,60], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [03,13,21], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [20,51,54], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [11,63,67], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [12,32,46], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [44,73,82], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [09,15,51], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [12,51,77], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [02,25,86], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [25,34,79], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [29,38,55], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [03,04,21], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [37,51,56], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [38,52,70], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [51,54,60], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [10,68,84], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [12,39,61], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [10,26,36], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [31,82,85], data 0000-00-00 Ruota: ROMA
Freq: 0, terno [13,28,46], data 0000-00-00 Ruota: ROMA
