Freq: 0, terno [26,27,69], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [11,12,29], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [18,54,70], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [02,33,87], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [10,18,67], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [10,65,88], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [47,73,83], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [21,42,53], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [03,41,85], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [19,31,60], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [37,38,42], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [04,43,53], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [11,47,63], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [15,48,59], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [27,49,71], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [01,08,33], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [17,74,88], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [36,64,65], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [25,28,75], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [23,35,73], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [19,35,84], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [21,36,89], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [08,58,77], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [20,60,69], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [25,28,59], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [15,30,31], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [20,31,69], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [28,39,87], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [14,66,71], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [32,49,79], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [21,48,86], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [21,34,46], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [34,47,55], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [01,07,58], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [30,69,86], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [35,64,90], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [33,38,50], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [28,45,71], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [15,73,79], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [17,20,65], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [30,47,50], data 0000-00-00 Ruota: GENOVA
Freq: 0, terno [35,38,52], data 0000-00-00 Ruota: GENOVA
